code_ies,name_ies,initials,county,state,academic_organization,category,url
4398,INSTITUTO SUPERIOR DE EDUCAÇÃO DE GOIANA (I.S.E.G.),I.S.E.G.,Goiana,PE,Faculdade,Publica,www.fadimab.edu.br
3584,INSTITUTO SUPERIOR DE EDUCAÇÃO SANTA CRUZ (ISED),ISED,Santa Cruz do Capibaribe,PE,Faculdade,Privada,www.cesac.edu.br
18896,Soberana Faculdade de Saúde de Petrolina (SOBERANA),SOBERANA,Petrolina,PE,Faculdade,Privada,www.faculdadesoberana.com.br
11,UNIVERSIDADE CATÓLICA DE PERNAMBUCO (UNICAP),UNICAP,Recife,PE,Universidade,Privada,www.unicap.br
409,UNIVERSIDADE DE PERNAMBUCO (UPE),UPE,Recife,PE,Universidade,Publica,www.upe.br
580,UNIVERSIDADE FEDERAL DE PERNAMBUCO (UFPE),UFPE,Recife,PE,Universidade,Publica,www.ufpe.br
25275,UNIVERSIDADE FEDERAL DO AGRESTE DE PERNAMBUCO (UFAPE ),UFAPE,Garanhuns,PE,Universidade,Publica,www.ufape.edu.br
587,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO (UFRPE),UFRPE,Recife,PE,Universidade,Publica,www.ufrpe.br
749,CENTRO DE ENSINO SUPERIOR DO VALE DO PARNAÍBA (CESVALE),CESVALE,Teresina,PI,Faculdade,Privada,www.cesvale.com.br
15508,Centro de Ensino Unificado do Piauí (CEUPI),CEUPI,Teresina,PI,Faculdade,Privada,www.ceupi.com.br
2150,CENTRO UNIVERSITÁRIO DO PIAUÍ (UNIFAPI),UNIFAPI,Teresina,PI,Centro Universitário,Privada,https://unifapi.edu.br/
1734,Centro Universitário Facid Wyden,-,Teresina,PI,Centro Universitário,Privada,www.devrybrasil.edu.br/facid
1683,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DE TERESINA,-,Teresina,PI,Centro Universitário,Privada,www.uninassau.edu.br
1131,CENTRO UNIVERSITÁRIO SANTO AGOSTINHO (UNIFSA),UNIFSA,Teresina,PI,Centro Universitário,Privada,www.unifsa.com.br
1563,CENTRO UNIVERSITÁRIO UNINOVAFAPI (UNINOVAFAPI),UNINOVAFAPI,Teresina,PI,Centro Universitário,Privada,www.uninovafapi.edu.br
3042,CHRISTUS FACULDADE DO PIAUÍ (CHRISFAPI),CHRISFAPI,Piripiri,PI,Faculdade,Privada,www.chrisfapi.com.br
1401,FACULDADE ADELMAR ROSADO (FAR),FAR,Teresina,PI,Faculdade,Privada,www.portalfar.edu.br
17405,FACULDADE AFONSO MAFRENSE (FAM),FAM,São Raimundo Nonato,PI,Faculdade,Privada,www.faculdadeafonsomafrense.com.br
1610,FACULDADE DAS ATIVIDADES EMPRESARIAIS DE TERESINA (FAETE),FAETE,Teresina,PI,Faculdade,Privada,www.faete.edu.br
18745,Faculdade de Ciências Aplicadas Piauiense (FACAPI),FACAPI,Campo Maior,PI,Faculdade,Privada,www.facapi.edu.br
1712,FACULDADE DE CIÊNCIAS E TECNOLOGIA DE TERESINA (FACET),FACET,Teresina,PI,Faculdade,Privada,www.facetpi.com/site
17565,"FACULDADE DE CIÊNCIAS HUMANAS,EXATAS E DA SAÚDE DO PIAUÍ (FAHESP)",FAHESP,Parnaíba,PI,Faculdade,Privada,www.iesvap.edu.br
2827,FACULDADE DE EDUCAÇÃO DO PIAUÍ (FAEPI),FAEPI,Teresina,PI,Faculdade,Privada,www.faepi.edu.br
18749,Faculdade de Elesbão Veloso (FAEVE),FAEVE,Elesbão Veloso,PI,Faculdade,Privada,www.faeve.edu.br
2413,FACULDADE DE ENSINO SUPERIOR DE FLORIANO (FAESF),FAESF,Floriano,PI,Faculdade,Privada,www.faesfpi.com.br
21921,Faculdade de Ensino Superior de Parnaíba (FAESPA),FAESPA,Parnaíba,PI,Faculdade,Privada,www.faculdadefaespa.com.br
1677,FACULDADE DE ENSINO SUPERIOR DO PIAUÍ (FAESPI),FAESPI,Teresina,PI,Faculdade,Privada,www.faespi.com.br
19958,FACULDADE DE GESTAO E NEGOCIOS DE TERESINA (FGN TERESINA),FGN TERESINA,Teresina,PI,Faculdade,Privada,www.unirb.edu.br
3337,FACULDADE DE TECNOLOGIA DE TERESINA (FACULDADE CET),FACULDADE CET,Teresina,PI,Faculdade,Privada,www.cet.edu.br
1441,FACULDADE DE TECNOLOGIA DO PIAUÍ (FATEPI),FATEPI,Teresina,PI,Faculdade,Privada,www.fatepi.com.br
15272,"FACULDADE DE TECNOLOGIA, EDUCAÇÃO SUPERIOR E PROFISSIONAL (FATESP)",FATESP,Teresina,PI,Faculdade,Privada,www.fatesp.com
1609,FACULDADE DOS CERRADOS PIAUIENSES (FCP),FCP,Corrente,PI,Faculdade,Privada,www.fcpi.com.br
916,FACULDADE ESTÁCIO DE TERESINA (ESTÁCIO TERESINA),ESTÁCIO TERESINA,Teresina,PI,Faculdade,Privada,webmaster@ceut.com.br;
4945,FACULDADE INTERNACIONAL DO DELTA (INTA),INTA,Parnaíba,PI,Faculdade,Privada,www.deltafaculdade.edu.br
18751,Faculdade Malta (FACMA),FACMA,Teresina,PI,Faculdade,Privada,http://www.faculdademalta.edu.br
23876,FACULDADE MONSENHOR HIPOLITO (FMH),FMH,Picos,PI,Faculdade,Privada,www.imhpicos.com
1513,FACULDADE PITÁGORAS INSTITUTO CAMILLO FILHO (PITÁGORAS ICF),PITÁGORAS ICF,Teresina,PI,Faculdade,Privada,www.icf.edu.br
23110,Faculdade Santa Teresa D'Ávila (FaST),FaST,Teresina,PI,Faculdade,Privada,www.famep.com.br
5008,FACULDADES FAMEP (FAMEP),FAMEP,São Pedro do Piauí,PI,Faculdade,Privada,www.famep.com.br
22748,FACULDADES FAMEP (FAMEP),FAMEP,São Pedro do Piauí,PI,Faculdade,Privada,www.famep.com.br
22433,Faculdades FAMEP Unidade Parnaíba - PI (FAMEP),FAMEP,Parnaíba,PI,Faculdade,Privada,www.faculdadedexter.com.br
2832,Faculdade Sucesso (FAS),FAS,Água Branca,PI,Faculdade,Privada,www.faculdadesucesso.edu.br
4197,Faculdade Uninassau Aliança - Redenção (Nassau Aliança),Nassau Aliança,Teresina,PI,Faculdade,Privada,www.mauriciodenassau.edu.br
1552,FACULDADE UNINASSAU PARNAÍBA,-,Parnaíba,PI,Faculdade,Privada,www.uninassau.edu.br
14297,Faculdade Unirb - Parnaíba (F. UNIRB),F. UNIRB,Parnaíba,PI,Faculdade,Privada,www.unirb.edu.br
21240,FACULDADE UNIRB - PIAUÍ (F. UNIRB),F. UNIRB,Teresina,PI,Faculdade,Privada,www.unirb.edu.br
20643,FACULDADE UNIRB - TERESINA (F. UNIRB),F. UNIRB,Teresina,PI,Faculdade,Privada,www.unirb.edu.br
1360,iCEV - Instituto de Ensino Superior,-,Teresina,PI,Faculdade,Privada,www.somosicev.com
4108,INSTITUTO CATÓLICO DE ESTUDOS SUPERIORES DO PIAUÍ (ICESPI),ICESPI,Teresina,PI,Faculdade,Privada,www.icespi.com.br
3930,INSTITUTO DE EDUCAÇÃO SUPERIOR RAIMUNDO SÁ (IESRSA),IESRSA,Picos,PI,Faculdade,Privada,www.faculdadersa.com.br
1820,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PIAUÍ (IFPI)",IFPI,Teresina,PI,"Instituto Federal de Educação, Ciência e Tecnologia",Publica,www.ifpi.edu.br
